ensembl_gene	chrom	start	end
PPIAP9	CHR_HSCHR6_MHC_DBB_CTG1	31501676	31502487
SSC5D	19	55488404	55519099
AC093027.1	12	84671598	84672026
AC005954.1	19	3754620	3756659
HTATSF1P1	6	33237799	33239690
AC107083.1	2	62507545	62507823
AC092155.2	2	62532583	62533059
CARMIL3	14	24052009	24069729
AC009303.4	2	118014174	118015673
FNBP4	11	47716494	47767443
HTR5BP	2	117859427	117934942
APBA3	19	3750772	3761692
TEN1-CDK3	17	75979231	76005999
AC009303.1	2	117934025	117934789
SLC6A15	12	84859491	84913615
AC009303.3	2	117998745	117999480
AC068385.1	11	45905941	45906461
AC092490.1	12	8788253	8795789
MRPS18C	4	83455932	83469735
AC009303.2	2	117995397	118055033
LINC00448	13	62672285	62796714
MAPK8IP1	11	45885651	45906465
A2ML1-AS1	12	8776219	8830947
AC087289.4	17	75943832	75945142
TNNT2	1	201359008	201377764
A2ML1-AS2	12	8819816	8820713
AC006581.2	12	8858143	8915276
RHOD	11	67056847	67072017
RAB11AP1	10	93881293	93881938
EVPL	17	76004502	76027452
RPSAP51	12	8742428	8743072
MTMR6	13	25246201	25288009
RIMKLB	12	8681600	8783095
PROK2	3	71771655	71785206
AC093004.1	3	130293337	130293760
RBM20	10	110644336	110839468
HNRNPA1P2	CHR_HSCHR6_MHC_SSTO_CTG1	32332954	32333913
TARM1	19	54069895	54081365
TSBP1-AS1	CHR_HSCHR6_MHC_SSTO_CTG1	32397896	32401073
BAG6	CHR_HSCHR6_MHC_COX_CTG1	31626429	31640114
MATN4	20	45293445	45308529
MROH4P	8	142567260	142577881
BTNL2	CHR_HSCHR6_MHC_SSTO_CTG1	32401346	32414522
AC004910.1	7	68640798	68641584
AC096970.1	3	71785428	71786425
AC104688.1	7	69026433	69046803
AC069280.2	7	69145185	69174450
AC008635.1	19	46728603	46732700
ARC	8	142611049	142614479
AL355493.3	10	27313723	27316587
NETO2	16	47077703	47143945
DHRS4L2	14	23969874	24006408
MTCO2P25	7	69330698	69331378
AC069280.1	7	69187833	69189318
AC131649.2	16	10445309	10449747
BSND	1	54998933	55017172
AP006547.1	8	142620373	142621064
AC092100.1	7	69186821	69430923
AC009315.1	2	185425063	185505608
KIR3DP1	CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	54786274	54790272
STRN4	19	46719511	46746994
AC108002.2	8	142638596	142640648
AC093824.2	4	185118984	185127478
AC080125.1	2	185547135	185547818
TBILA	3	112133423	112135359
AC107075.1	2	164573741	164574054
CSTF1	20	56392371	56406362
LINC00634	22	41952174	41958933
GRB14	2	164492417	164621482
AC000050.1	22	50672714	50674174
MTCO1P25	7	69331835	69333633
AL136984.1	1	167379108	167381000
AL590787.1	13	25300124	25301438
SLC25A4	4	185143266	185150382
TEN1	17	75979240	76000586
AL355493.1	10	27331357	27341252
AC139100.1	18	80183680	80202992
GNAT3	7	80458635	80512064
SBK2	19	55529733	55537089
LINC02569	CHR_HSCHR6_MHC_DBB_CTG1	30506497	30509451
PARD6G-AS1	18	80147924	80179839
SMG9	19	43727983	43754962
RPL23AP83	X	56242937	56243409
KIR2DL4	CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	54803541	54814525
AC004862.1	7	80312574	80391474
AC139100.2	18	80161752	80162413
KLF8	X	56232356	56291531
SEH1L	18	12947133	12987536
PARD6G	18	80157232	80247514
CDK3	17	76000906	76005999
RPS2P41	12	111879338	111880249
SHANK3	22	50674415	50733298
MAPKAPK5	12	111842228	111902222
PTPN12	7	77537295	77640069
AC128657.1	12	84939524	84939668
SNRPBP1	7	80377554	80377835
AL589794.1	10	50695592	50695981
LACRT	12	54630811	54634895
AL445213.1	X	81408938	81427276
POU5F1	CHR_HSCHR6_MHC_QBL_CTG1	31156777	31163150
AC079753.1	2	112840328	112844195
RESF1	12	31959370	31993107
RBPJL	20	45306840	45317824
LINC02673	10	27343436	27344917
AL445213.2	X	81475532	81498083
FAM210CP	10	27349717	27350290
AL691517.1	X	81600072	81601306
TENM4	11	78652829	79441030
TRIAP1P1	10	27378138	27378362
GLRX3	10	130136391	130184521
ADI1P1	20	41331123	41331660
CT66	7	69594793	69597493
CTSLP4	10	50705380	50708906
AL158163.1	10	110910596	110912244
AC007849.2	3	169709295	169709765
AL136368.1	10	110869743	110871594
PDCD4-AS1	10	110869868	110872233
TERC	3	169764520	169765060
PTCHD3	10	27397121	27414368
AL031313.1	X	82497669	82497924
BBIP1	10	110898728	110919201
ACTRT3	3	169766921	169769561
PGGT1BP1	10	50726947	50727969
AC078802.1	3	169769649	169772043
SRP14	15	40035690	40039181
ELAC2	17	12991612	13018065
UBQLN2	X	56563639	56567868
PPIAL4C	1	149583865	149584464
LINC01143	2	70887871	70889959
AL354793.1	X	56618391	56624458
DCD	12	54644589	54648493
AC016957.2	12	32000375	32001222
AP001547.1	11	79191558	79193160
MAPKAPK5-AS1	12	111839764	111842902
AP002957.1	11	79092848	79098003
AC242842.1	1	149607765	149612402
LINC00869	1	149606334	149705716
AP002768.1	11	78749250	78756480
KIR3DL1	CHR_HSCHR19KIR_ABC08_AB_HAP_C_P_CTG3_1	54816496	54820397
AL831737.1	1	153890595	153890865
AC004687.2	17	58345206	58417595
AC079310.1	12	54682973	54687434
SARS	1	109213918	109238182
XKRX	X	100913445	100929433
HLA-DRA	CHR_HSCHR6_MHC_SSTO_CTG1	32446450	32451660
LRATD1	2	14632700	14650814
SUPT4H1	17	58345175	58353093
GATAD2B	1	153789030	153923360
PSCA	8	142670308	142682725
ANKRD7	7	118214669	118496171
ADAM1A	12	111899263	111901391
AC112722.1	4	185370725	185390928
GNG10	9	111661605	111670226
SNX25	4	185204237	185370185
AP002449.1	18	12984694	12991173
AC242842.2	1	149607467	149608516
JRK	8	142657460	142681968
FAM91A2P	1	149675205	149677740
AC243772.3	1	149676851	149747818
AL359962.1	1	167457383	167458661
RBM28	7	128297685	128343908
AL359962.2	1	167457742	167459891
CD247	1	167430640	167518610
HLA-DRB9	CHR_HSCHR6_MHC_SSTO_CTG1	32466569	32480224
DNAJC25	9	111631334	111654351
HIGD1AP9	12	49619334	49619612
AC243772.1	1	149754301	149754710
FAM186B	12	49582885	49605639
GNRH1	8	25419258	25424654
SUPT16H	14	21351476	21384019
A1CF	10	50799409	50885675
FSIP2-AS2	2	185719874	185740479
TSPOAP1	17	58301228	58328795
RPL15P4	CHR_HSCHR6_MHC_DBB_CTG1	31510294	31510873
AL645940.1	6	33246075	33246856
DNAJC25-GNG10	9	111631386	111670229
FSIP2	2	185738804	185833290
NBDY	X	56729241	56819179
HIST2H2BF	1	149782689	149812373
CAMK4	5	111223653	111494886
AC025682.1	17	47603860	47649420
CTC1	17	8224815	8248056
BX120007.2	CHR_HSCHR6_MHC_SSTO_CTG1	32492462	32492557
BX120007.1	CHR_HSCHR6_MHC_SSTO_CTG1	32523454	32523549
AC091185.1	8	25425521	25426580
FCGR1A	1	149782671	149792518
PDCD4	10	110871795	110900006
RSPO1	1	37611350	37634892
TAS2R42	12	11185993	11186937
AC244131.1	12	11196075	11196996
AC244131.2	12	11212219	11251389
AC020612.3	12	49576840	49577505
AL359962.3	1	167455195	167458646
KIR3DL2	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54850439	54867235
AKR1D1P1	1	167519536	167520586
SNRPFP1	20	49729591	49729842
PRB3	12	11265924	11269805
AC020612.1	12	49595148	49595688
SPIN3	X	56818298	56995827
AL024508.1	6	136629066	136648198
DHRS4L1	14	24036453	24051028
CREG1	1	167529117	167553805
MAP3K5	6	136557046	136792477
AL513320.1	1	3623190	3624743
PRPF40B	12	49568218	49644666
LINC00870	3	72151236	72207776
HTR7	10	90740823	90858039
PRB4	12	11307083	11310435
Z97985.1	X	100956593	100957538
OR7E62P	2	71055527	71056003
AL136419.3	14	24007185	24027782
UBE2Q2P9	3	72006774	72006975
AL136419.1	14	23969931	24051377
LINC00877	3	71943592	72279503
NAGK	2	71064344	71079808
AL031733.1	1	167591392	167591846
DHRS4	14	23953734	23969279
DCTN3	9	34613545	34620523
FSIP2-AS1	2	185652374	185800151
AC243772.2	1	149785659	149793020
AC007599.1	16	47561307	47562480
AC007494.1	16	47262741	47263500
HIST2H3D	1	149813271	149813681
AC007599.2	16	47529190	47529916
AL031733.2	1	167627385	167630674
TMEM39A	3	119428949	119468830
AC068286.2	2	14705668	14992066
AC007494.3	16	47218026	47218768
AL513523.2	1	153793947	153802091
AC068286.1	2	14886647	14907664
RPL23AP72	16	47150132	47150566
RCSD1	1	167630093	167708696
EIF4BP5	16	47565090	47566884
AC007494.2	16	47196311	47202429
AL513523.1	1	153852106	153853414
SRP14-AS1	15	40039242	40076539
HIST2H4A	1	149832659	149839767
LAYN	11	111540280	111561745
DENND4B	1	153929501	153946718
PHKB	16	47461123	47701523
AC021755.2	15	40075204	40078704
HIST2H3C	1	149839538	149841193
LRP2BP	4	185363879	185395899
AC021755.3	15	40078892	40079347
AL135744.1	14	21384292	21384920
HIST2H2AA3	1	149842188	149842736
TREM2	6	41158506	41163186
HIST2H2BD	1	149842875	149846486
HIST2H2BC	1	149844498	149850937
HIST2H2AA4	1	149851061	149851624
MSMO1	4	165327667	165343164
ADAM1B	12	111927018	111929017
AL121933.2	6	136784045	136786280
BIRC5	17	78214186	78225636
PFAS	17	8247618	8270491
AC112219.1	3	72202944	72209914
AC105265.3	3	72061061	72069933
XIAPP3	2	112853328	112854122
CLEC18C	16	70173322	70187361
HIST2H4B	1	149854045	149861210
AC105265.2	3	72086888	72087725
HLA-DRB4	CHR_HSCHR6_MHC_SSTO_CTG1	32542598	32557561
AC105265.1	3	72085109	72085287
AC105265.4	3	72080564	72084641
AC112219.2	3	72178279	72178810
LIFR	5	38474668	38608354
MPZL1	1	167721192	167791919
HIST2H3A	1	149852619	149854274
CFAP97	4	185159665	185209504
FCF1P5	6	111353702	111354183
AL080317.2	6	111309203	111313517
AL158163.2	10	110907483	110908182
AL008730.1	6	111505307	111511071
AC239868.1	1	149861271	149862504
RPL7P4	CHR_HSCHR6_MHC_QBL_CTG1	30686326	30687055
HIST2H2BE	1	149884459	149886652
FAM81A	15	59372693	59523555
TRAF3IP2	6	111555381	111606906
AL358472.5	1	153923337	153935240
ZNF467	7	149764182	149773588
HIST2H2AC	1	149886975	149887364
AP001978.1	11	79604967	79612300
AP001541.1	11	79966805	79968708
HIGD1AP8	12	11481383	11481656
KIR2DL4	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54803535	54814517
AP001284.1	11	79987513	79989630
PRB2	12	11391540	11501041
AC002529.1	7	118511942	118513830
TSPAN19	12	85014311	85036277
HIST2H2AB	1	149887484	149888013
HLA-DRB8	CHR_HSCHR6_MHC_SSTO_CTG1	32589215	32591752
AP006295.1	11	80321620	80327911
BOLA1	1	149887890	149900798
AC007450.4	12	11500499	11501022
BX649210.2	CHR_HSCHR6_MHC_SSTO_CTG1	32621929	32622868
AC091132.5	17	45549781	45558738
PRB1	12	11351823	11395566
ARL6IP1P3	11	80653429	80653988
LRRC37A4P	17	45506741	45551537
FAM50A	X	154444141	154450654
AC008622.2	19	46787815	46789043
BX649210.1	CHR_HSCHR6_MHC_SSTO_CTG1	32624375	32624782
C1orf109	1	37681570	37692249
LINC02720	11	80751200	80762826
TOE1	1	45340052	45343973
FGF17	8	22042398	22048809
SLC1A5	19	46774883	46788594
FAM8A5P	CHR_HSCHR6_MHC_SSTO_CTG1	32629937	32631068
HLA-DRB7	CHR_HSCHR6_MHC_SSTO_CTG1	32627102	32646281
POLR2KP1	12	49594091	49594258
RDM1P1	17	45553710	45559070
AC020612.2	12	49709237	49709336
AP003398.1	11	80957317	80957634
AC091132.4	17	45545804	45563230
SV2A	1	149903318	149917844
AC091132.1	17	45533963	45534710
AC078950.1	12	11399381	11486708
FMNL3	12	49636499	49708165
AC091132.3	17	45531577	45533838
LRRC37A2	CHR_HSCHR17_1_CTG5	45505209	45550562
AC018635.1	7	128306649	128307678
AC000036.1	22	50735825	50738139
AC092868.2	15	59348648	59359889
TPRG1L	1	3625015	3630127
RNF43	17	58352500	58417595
AC092868.3	15	59401221	59402004
ILF3-DT	19	10651862	10653844
AC092868.1	15	59406963	59408154
AC007450.3	12	11507162	11507408
CCNB2	15	59105126	59125045
DDX55P1	12	11512723	11514136
CCDC70	13	51861981	51866232
AC007450.2	12	11516425	11521686
LRRIQ1	12	85036314	85264457
AC007450.1	12	11541395	11555838
LINC01252	12	11548030	11590369
SLC9C1	3	112140898	112294227
AC093367.1	8	42484600	42485019
SLC20A2	8	42416475	42541926
ARID3C	9	34621379	34628086
AC007040.2	2	70939318	70995336
KIR2DL1	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54769814	54784135
VAX2	2	70900576	70965373
LIFR-AS1	5	38556765	38671216
MLANA	9	5890889	5910606
POGLUT1	3	119468963	119494708
AL589794.2	10	50736078	50739434
ATP6V1B1	2	70935900	70965431
AL512366.1	10	50822692	50824525
ASAH2B	10	50739318	50816495
FRMD1	6	168053166	168101511
AP003398.2	11	81015849	81040236
KIR2DP1	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54755023	54767371
AP003464.1	11	81175201	81431520
KIR2DS4	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54832765	54848078
MTND4LP18	11	81552226	81552516
SLC9A8	20	49812713	49892242
ALX1	12	85280220	85301784
SLC25A3P2	12	111992996	111993875
KIR3DP1	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54786355	54790318
HLA-DRB1	CHR_HSCHR6_MHC_SSTO_CTG1	32670593	32703817
AL080317.1	6	111297126	111298510
MYO1E	15	59132434	59372871
KIR3DL1	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54816438	54830737
BRD7P4	6	111430260	111431781
SF3B4	1	149923317	149927803
AL139397.1	X	56973510	56974796
TMEM116	12	111931282	112013185
Z97989.1	6	111599875	111602295
UQCRBP1	X	56737242	56737577
GPR162	12	6821624	6829972
MTND6P25	11	81555910	81556425
BMF	15	40087890	40108892
AC217769.1	CHR_HSCHR17_1_CTG5	45551530	45556925
LINC02820	12	85318060	85342912
AC126471.1	12	85567878	85568239
AC137768.1	12	85781892	85782444
AC004687.1	17	58330884	58332508
RASSF9	12	85800703	85836409
TSPOAP1-AS1	17	58324472	58415766
BHLHE40-AS1	3	4896809	4980414
SMIM19	8	42541155	42555193
KCTD9	8	25427847	25458476
KIAA2026	9	5881596	6008482
DCTN4	5	150708440	150759109
NTS	12	85874295	85882992
ZNF311	CHR_HSCHR6_MHC_QBL_CTG1	28994770	29005301
AC128688.1	3	112185480	112185998
HCK	20	32052188	32101856
RPL22P22	X	82506434	82506812
PDPR	16	70113626	70162537
RBBP6	16	24537693	24572863
AL008987.1	X	82875649	82875885
AC002056.2	22	50740593	50743520
ATG4AP1	X	82998699	82999236
ACR	22	50738196	50745339
ETV6	12	11649854	11895402
MTMR11	1	149928651	149936879
RPL22P18	10	80125941	80126317
AC005274.1	17	12973033	12973834
KIR2DL3	CHR_HSCHR19KIR_ABC08_AB_HAP_T_P_CTG3_1	54738506	54752764
GACAT1	2	107754112	107822129
GLO1	6	38675925	38703145
TMEM235	17	78231310	78240987
P3H3	12	6828407	6839847
OR2AD1P	CHR_HSCHR6_MHC_QBL_CTG1	29026665	29027592
ARHGAP44	17	12789498	12991643
ALDH1L1-AS2	3	126180012	126210169
BMF-AS1	15	40088832	40089386
RGPD4-AS1	2	107823063	107826891
ALDH1L1-AS1	3	126103640	126108069
AL157712.1	10	130282445	130286604
AC073352.1	3	119497678	119498181
DND1P1	17	45585871	45586929
AC126544.2	17	45586452	45588379
AC090739.1	8	42537529	42538304
LINC02646	10	130213488	130483193
AC010196.1	12	86599578	86838998
OR2W1	CHR_HSCHR6_MHC_QBL_CTG1	29044198	29045225
AC002056.1	22	50754675	50755434
ALDH1L1	3	126103562	126197994
AC016993.1	12	85958686	85960946
BHLHE40	3	4979437	4985323
AC126544.1	17	45592621	45593369
AC139697.1	12	86015697	86016441
MAPK8IP1P2	17	45600869	45602340
RPS26P8	17	45608571	45608918
PLAC9	10	80131682	80145359
Z82170.1	X	83506023	83509214
POU3F4	X	83508290	83512127
MGAT4C	12	85955666	86838904
SSPO	7	149776042	149833979
NSFP1	CHR_HSCHR17_1_CTG5	45573716	45688015
TRIP4	15	64387748	64455303
AC138655.1	2	47527008	47535199
AC092757.2	15	59121034	59133250
KCNK12	2	47516581	47570939
TIMMDC1	3	119498547	119525090
LDHAL6B	15	59206843	59208588
ITFG1-AS1	16	47144323	47162749
SEC1P	19	48638071	48682245
AC087645.4	17	78248193	78251440
RPS28P7	11	82689559	82689768
AC087645.3	17	78250346	78250932
AP002802.1	11	81970994	81987813
AP000793.1	11	82603529	82643445
AC092756.1	15	59266720	59271162
ELOCP21	2	70955899	70956234
THA1P	17	78248493	78254416
AC092757.3	15	59115547	59116089
AP002802.2	11	81842435	81842669
OR2P1P	CHR_HSCHR6_MHC_QBL_CTG1	29071811	29072586
AL365203.2	10	32887255	32889311
ANKRD53	2	70978380	70985499
CA11	19	48637946	48646187
LINC01993	17	78261349	78278492
MIR4300HG	11	81821272	82718299
ITFG1	16	47154387	47464149
AC087645.2	17	78315729	78347798
RAB1A	2	65070696	65130331
MSH2	2	47402969	47663146
AKIRIN2	6	87674860	87702233
SAFB	19	5623035	5668478
SAPCD1-AS1	CHR_HSCHR6_MHC_APD_CTG1	31831329	31832607
ORMDL3	17	39921041	39927601
TMBIM6	12	49707725	49764934
MSH5-SAPCD1	CHR_HSCHR6_MHC_APD_CTG1	31825184	31831870
SMCHD1	18	2655738	2805017
AC119427.2	1	201359018	201385784
SIK2	11	111602449	111730855
GNB4	3	179396088	179451476
HLA-DQA1	CHR_HSCHR6_MHC_SSTO_CTG1	32730753	32736617
SAR1AP1	CHR_HSCHR6_MHC_QBL_CTG1	29076560	29077155
LAD1	1	201380833	201399915
AL162615.1	20	49829125	49831085
OR2B3	CHR_HSCHR6_MHC_QBL_CTG1	29086195	29087300
NTN5	19	48661407	48673081
CD80	3	119524293	119559614
CEP68	2	65056366	65087004
MSH5	CHR_HSCHR6_MHC_APD_CTG1	31823611	31830163
OR7E91P	2	71024127	71029893
PPP2R1B	11	111726908	111766389
ATP6V1B1-AS1	2	70941817	70948610
RGPD4	2	107826937	107890841
CRTC2	1	153947669	153958615
AC009060.1	16	70138337	70173483
MED4-AS1	13	48077137	48079991
TEX261	2	70985942	70994873
CTAGE3P	13	51908218	51910621
MED4	13	48053323	48095131
GSDMB	17	39904595	39919854
VDAC1P5	12	54802746	54803589
NPIPB10P	16	29038655	29052726
TXK	4	48066393	48134250
MUCL1	12	54830518	54896008
AL121882.1	X	83559896	83560312
AL162377.2	13	51921251	51921587
AL391415.1	6	38714051	38715217
LINC01983	3	195836193	195860404
HLA-DPA2	CHR_HSCHR6_MHC_DBB_CTG1	33069683	33075225
ALKAL1	8	52534037	52565430
COL11A2P1	CHR_HSCHR6_MHC_DBB_CTG1	33081698	33081901
OR2J1	CHR_HSCHR6_MHC_QBL_CTG1	29100937	29101875
KIF3AP1	3	195843986	195844596
TERF1P4	X	83748825	83749939
AL365223.1	6	136900233	136901529
PEX7	6	136822564	136913934
CYLC1	X	83861126	83886699
OR2J3	CHR_HSCHR6_MHC_QBL_CTG1	29111883	29112818
OTUD7B	1	149937812	150010726
AL590392.1	6	87891424	87891869
RRN3P2	16	29074976	29116718
AC010275.1	5	111277517	111302567
AC010468.2	5	111265809	111270089
AL929561.1	CHR_HSCHR6_MHC_QBL_CTG1	29124201	29128899
AL354810.1	13	63034668	63097797
AL136096.1	6	88047056	88047729
AC007881.3	2	71067519	71068125
LINC01169	15	66582190	66685794
RABL2B	22	50767501	50783663
AL929561.2	CHR_HSCHR6_MHC_QBL_CTG1	29137868	29138804
OR7E46P	2	71037685	71038703
LINC00376	13	63183096	63328129
AC119427.1	1	201399633	201401190
AC009963.2	2	107902997	107903134
AC007881.2	2	71002531	71064743
MCCD1	CHR_HSCHR6_MHC_DBB_CTG1	31510897	31512412
AL359208.1	13	63397011	63513393
AC007040.1	2	70994510	71002754
AC073592.8	12	124593181	124593691
OR2J2	CHR_HSCHR6_MHC_QBL_CTG1	29173300	29174571
AC073592.2	12	124622290	124623069
AC009093.9	16	29075022	29104162
AC073592.10	12	124623391	124623987
MYNN	3	169772831	169789716
AC073592.4	12	124637999	124638444
AC009963.1	2	107903964	107904241
SIGMAR1	9	34634722	34637809
AC009093.7	16	29204633	29205855
AC073593.1	12	124725524	124725934
RPL22P8	2	107914948	107915286
SLC10A1	14	69775416	69797241
AC009093.2	16	29139661	29216706
AC009093.3	16	29053732	29108108
OR2J4P	CHR_HSCHR6_MHC_QBL_CTG1	29181515	29182450
AC007620.3	3	179405448	179405944
DDX39B	CHR_HSCHR6_MHC_DBB_CTG1	31512399	31528755
AC007620.2	3	179396961	179399191
AC009963.3	2	107920763	107921248
HACD3	15	65530418	65578349
SNX29P2	16	29350746	29370272
AC004877.1	7	149858400	149862492
ZNF862	7	149838375	149867479
SPACA1	6	88047841	88066838
LINC00395	13	63667681	63738018
SOCS3	17	78356778	78360077
AC009093.8	16	29113050	29217860
OR7E156P	13	63737511	63742804
AIF1	CHR_HSCHR6_MHC_QBL_CTG1	31605413	31607250
PDZD9	16	21983865	22001110
AL445989.1	13	63746741	63751080
AC009093.5	16	29225594	29226348
AC009093.10	16	29139379	29331304
AC061992.2	17	78360453	78373911
AC025279.1	16	29291220	29372110
AC004024.1	12	112000739	112000985
AC025279.2	16	29312350	29331277
SCARB1	12	124776856	124882668
AC009093.6	16	29272220	29272772
AC004877.2	7	149851572	149852170
AL445989.2	13	63738111	63751083
AC009093.1	16	29215385	29221040
C11orf94	11	45906513	45907272
AC092119.1	16	21998310	21999656
COMMD6	13	75525219	75549439
AL935156.1	CHR_HSCHR6_MHC_QBL_CTG1	29215267	29216210
AC009093.4	16	29262273	29264479
AP001011.1	18	2688564	2833065
NDUFA5P11	16	47598654	47598996
AC007533.1	16	47299447	47317814
OR2G1P	CHR_HSCHR6_MHC_QBL_CTG1	29229258	29230188
AC027088.2	15	69080879	69099987
BX248406.2	CHR_HSCHR6_MHC_SSTO_CTG1	32748582	32751171
HLA-DQB1-AS1	CHR_HSCHR6_MHC_SSTO_CTG1	32748576	32749425
EWSAT1	15	69072926	69095820
OR12D1	CHR_HSCHR6_MHC_QBL_CTG1	29417159	29418105
AC016957.1	12	32007127	32007435
HLA-DQB1	CHR_HSCHR6_MHC_SSTO_CTG1	32748163	32755410
AC048344.2	12	32072734	32072880
AC048344.3	12	32100485	32100735
RAMP1	2	237858893	237912106
AC073352.2	3	119579212	119579650
RSL24D1P2	2	62561058	62561423
PSAT1P2	2	62552463	62553434
SLC5A7	2	107986523	108013994
ADPRH	3	119579268	119589945
AC092155.1	2	62533681	62662829
CELSR2	1	109249539	109275751
ARL13A	X	100969708	100990831
Z99943.2	1	167819898	167820248
ADCY10	1	167809386	167914215
AC092681.1	7	149891191	149909704
AC092681.3	7	149890739	149891416
AC079597.1	12	87041916	87042423
AC093458.2	7	149881477	149882105
RPL23AP68	12	87169985	87170429
HGH1	8	144137774	144140851
AC078795.1	3	169777192	169780334
AC048344.4	12	32109076	32109602
AC026356.2	12	32352349	32354144
ATP6V0E2	7	149872968	149891204
AC079598.4	12	87746567	87746683
AC048344.1	12	32104117	32107528
AC026356.1	12	32339368	32340724
CYCSP30	12	87750142	87750313
PSORS1C3	CHR_HSCHR6_MHC_QBL_CTG1	31166192	31170357
AC016954.1	12	32227410	32228154
FAM181B	11	82729940	82733864
AC079598.2	12	87753414	87753447
AC092119.3	16	22007480	22008062
HMGN1P10	3	136609050	136609602
MKRN9P	12	87782163	87784568
BICD1	12	32106835	32383633
AC244033.2	1	150045660	150067701
MOSMO	16	22007638	22087534
AL845458.1	CHR_HSCHR6_MHC_QBL_CTG1	31192602	31194361
LINC02258	12	87795733	87802028
UBE2FP1	3	37143512	37143958
HCG27	CHR_HSCHR6_MHC_QBL_CTG1	31190191	31196403
AC005277.1	17	12990149	12990610
AC079598.1	12	87816486	87817831
AC126118.1	3	37182107	37182734
RB1CC1	8	52622458	52745843
MYOCD	17	12665890	12768949
UBE2D3P2	3	37134658	37135102
AC079598.3	12	87820654	87820918
VPS45	1	150067279	150145329
RPS4XP15	12	87944885	87950819
PCCB	3	136250340	136337896
SLC35G1	10	93893973	93956062
OR11A1	CHR_HSCHR6_MHC_QBL_CTG1	29425381	29456943
LRRFIP2	3	37052626	37183689
AC009019.1	16	22083256	22092485
OR10C1	CHR_HSCHR6_MHC_QBL_CTG1	29439182	29440853
ARL17B	CHR_HSCHR17_1_CTG5	45699087	45820912
OR5V1	CHR_HSCHR6_MHC_QBL_CTG1	29422486	29431843
CASS4	20	56412112	56460387
SPINK1	5	147824568	147831786
